  <3, 10, 5785>,
  <3, 11, 3955>,
  <3, 12, 9087>,
  <3, 13, 8614>,
  <3, 14, 2774>,
  <4, 0, 7510>,
  <4, 1, 4430>,
  <4, 2, 7480>,
  <4, 3, 8088>,
  <4, 4, 9653>,
  <4, 5, 7065>,
  <4, 6, 3960>,
  <4, 7, 3974>,
  <4, 8, 9003>,
  <4, 9, 4844>,
  <4, 10, 6199>,
  <4, 11, 3703>,
  <4, 12, 3369>,
  <4, 13, 1609>,
  <4, 14, 4334>,
  <5, 0, 4569>,
  <5, 1, 5380>,
  <5, 2, 4449>,
  <5, 3, 2363>,
  <5, 4, 3637>,
  <5, 5, 4100>,
  <5, 6, 7321>,
  <5, 7, 5885>,
  <5, 8, 1124>,
  <5, 9, 4933>,
  <5, 10, 4817>,
  <5, 11, 5419>,
  <5, 12, 8806>,
  <5, 13, 9038>,
  <5, 14, 5136>,
  <6, 0, 4769>,
  <6, 1, 349>,
  <6, 2, 4674>,
  <6, 3, 3981>,
  <6, 4, 4367>,
  <6, 5, 4106>,
  <6, 6, 4260>,
  <6, 7, 2865>,
  <6, 8, 4170>,
  <6, 9, 444>,
  <6, 10, 3860>,
  <6, 11, 1347>,
  <6, 12, 5066>,
  <6, 13, 4490>,
  <6, 14, 211>,
  <7, 0, 3768>,
  <7, 1, 9080>,
  <7, 2, 3587>,
  <7, 3, 1723>,
  <7, 4, 9537>,
  <7, 5, 3299>,
  <7, 6, 9457>,
  <7, 7, 7440>,
  <7, 8, 3709>,
  <7, 9, 8377>,
  <7, 10, 4742>,
  <7, 11, 7768>,
  <7, 12, 12221>,
  <7, 13, 13288>,
  <7, 14, 8293>,
  <8, 0, 4826>,
  <8, 1, 2013>,
  <8, 2, 4687>,
  <8, 3, 3113>,
  <8, 4, 3663>,
  <8, 5, 3993>,
  <8, 6, 5722>,
  <8, 7, 3911>,
  <8, 8, 2929>,
  <8, 9, 1500>,
  <8, 10, 4113>,
  <8, 11, 2568>,
  <8, 12, 7039>,
  <8, 13, 6752>,
  <8, 14, 1782>,
  <9, 0, 2669>,
  <9, 1, 6835>,
  <9, 2, 2442>,
  <9, 3, 2118>,
  <9, 4, 9570>,
  <9, 5, 1393>,
  <9, 6, 6816>,
  <9, 7, 4549>,
  <9, 8, 4678>,
  <9, 9, 6232>,
  <9, 10, 2302>,
  <9, 11, 4992>,
  <9, 12, 9563>,
  <9, 13, 10482>,
  <9, 14, 5921>,
  <10, 0, 2736>,
  <10, 1, 3215>,
  <10, 2, 2601>,
  <10, 3, 1369>,
  <10, 4, 4725>,
  <10, 5, 1958>,
  <10, 6, 4534>,
  <10, 7, 2921>,
  <10, 8, 2258>,
  <10, 9, 2800>,
  <10, 10, 2275>,
  <10, 11, 2537>,
  <10, 12, 6065>,
  <10, 13, 6302>,
  <10, 14, 2722>,
  <11, 0, 6987>,
  <11, 1, 12978>,
  <11, 2, 7183>,
  <11, 3, 11410>,
  <11, 4, 19781>,
  <11, 5, 7687>,
  <11, 6, 3739>,
  <11, 7, 6106>,
  <11, 8, 14602>,
  <11, 9, 12874>,
  <11, 10, 6179>,
  <11, 11, 9363>,
  <11, 12, 5804>,
  <11, 13, 9047>,
  <11, 14, 11896>,
  <12, 0, 4271>,
  <12, 1, 6395>,
  <12, 2, 4122>,
  <12, 3, 1627>,
  <12, 4, 5517>,
  <12, 5, 3729>,
  <12, 6, 7970>,
  <12, 7, 6265>,
  <12, 8, 1314>,
  <12, 9, 5840>,
  <12, 10, 4687>,
  <12, 11, 5994>,
  <12, 12, 9906>,
  <12, 13, 10393>,
  <12, 14, 5954>,
  <13, 0, 5807>,
  <13, 1, 3683>,
  <13, 2, 5688>,
  <13, 3, 3852>,
  <13, 4, 365>,
  <13, 5, 5191>,
  <13, 6, 7098>,
  <13, 7, 5677>,
  <13, 8, 2648>,
  <13, 9, 3383>,
  <13, 10, 5535>,
  <13, 11, 4617>,
  <13, 12, 8131>,
  <13, 13, 7798>,
  <13, 14, 3785>,
  <14, 0, 3442>,
  <14, 1, 2495>,
  <14, 2, 3368>,
  <14, 3, 3547>,
  <14, 4, 6179>,
  <14, 5, 2843>,
  <14, 6, 2850>,
  <14, 7, 1132>,
  <14, 8, 4533>,
  <14, 9, 2381>,
  <14, 10, 2314>,
  <14, 11, 716>,
  <14, 12, 4161>,
  <14, 13, 4216>,
  <14, 14, 1905>,
  <15, 0, 4742>,
  <15, 1, 2716>,
  <15, 2, 4673>,
  <15, 3, 4982>,
  <15, 4, 7514>,
  <15, 5, 4120>,
  <15, 6, 3070>,
  <15, 7, 1457>,
  <15, 8, 6022>,
  <15, 9, 2774>,
  <15, 10, 3405>,
  <15, 11, 722>,
  <15, 12, 4237>,
  <15, 13, 4015>,
  <15, 14, 2150>,
  <16, 0, 6315>,
  <16, 1, 2186>,
  <16, 2, 6227>,
  <16, 3, 6177>,
  <16, 4, 7889>,
  <16, 5, 5569>,
  <16, 6, 4312>,
  <16, 7, 2789>,
  <16, 8, 6989>,
  <16, 9, 2475>,
  <16, 10, 4877>,
  <16, 11, 1212>,
  <16, 12, 5173>,
  <16, 13, 4364>,
  <16, 14, 1821>,
  <17, 0, 8143>,
  <17, 1, 5442>,
  <17, 2, 7939>,
  <17, 3, 4796>,
  <17, 4, 2448>,
  <17, 5, 7088>,
  <17, 6, 10612>,
  <17, 7, 8168>,
  <17, 8, 2883>,
  <17, 9, 4817>,
  <17, 10, 7714>,
  <17, 11, 6558>,
  <17, 12, 12526>,
  <17, 13, 12198>,
  <17, 14, 5394>,
  <18, 0, 2267>,
  <18, 1, 2394>,
  <18, 2, 2186>,
  <18, 3, 2159>,
  <18, 4, 4805>,
  <18, 5, 1691>,
  <18, 6, 2756>,
  <18, 7, 1342>,
  <18, 8, 3070>,
  <18, 9, 2172>,
  <18, 10, 1450>,
  <18, 11, 1239>,
  <18, 12, 4008>,
  <18, 13, 4216>,
  <18, 14, 1893>,
  <19, 0, 3906>,
  <19, 1, 2995>,
  <19, 2, 3771>,
  <19, 3, 1878>,
  <19, 4, 3162>,
  <19, 5, 3182>,
  <19, 6, 5586>,
  <19, 7, 3975>,
  <19, 8, 1437>,
  <19, 9, 2534>,
  <19, 10, 3563>,
  <19, 11, 3137>,
  <19, 12, 6951>,
  <19, 13, 6932>,
  <19, 14, 2726>,
  <20, 0, 9406>,
  <20, 1, 7478>,
  <20, 2, 9419>,
  <20, 3, 10897>,
  <20, 4, 13891>,
  <20, 5, 9117>,
  <20, 6, 4161>,
  <20, 7, 5318>,
  <20, 8, 12403>,
  <20, 9, 7891>,
  <20, 10, 7898>,
  <20, 11, 5951>,
  <20, 12, 2376>,
  <20, 13, 362>,
  <20, 14, 7183>,
  <21, 0, 3512>,
  <21, 1, 2861>,
  <21, 2, 3403>,
  <21, 3, 1707>,
  <21, 4, 2155>,
  <21, 5, 2962>,
  <21, 6, 5058>,
  <21, 7, 3775>,
  <21, 8, 821>,
  <21, 9, 2495>,
  <21, 10, 3346>,
  <21, 11, 3104>,
  <21, 12, 6163>,
  <21, 13, 6143>,
  <21, 14, 2703>,
  <22, 0, 7483>,
  <22, 1, 9884>,
  <22, 2, 7589>,
  <22, 3, 10470>,
  <22, 4, 16189>,
  <22, 5, 7705>,
  <22, 6, 2110>,
  <22, 7, 4833>,
  <22, 8, 12807>,
  <22, 9, 9993>,
  <22, 10, 6312>,
  <22, 11, 7143>,
  <22, 12, 2165>,
  <22, 13, 4943>,
  <22, 14, 9146>,
  <23, 0, 3680>,
  <23, 1, 2007>,
  <23, 2, 3599>,
  <23, 3, 3525>,
  <23, 4, 5696>,
  <23, 5, 3052>,
  <23, 6, 3126>,
  <23, 7, 1494>,
  <23, 8, 4331>,
  <23, 9, 1901>,
  <23, 10, 2613>,
  <23, 11, 368>,
  <23, 12, 4304>,
  <23, 13, 4194>,
  <23, 14, 1432>,
  <24, 0, 4963>,
  <24, 1, 10150>,
  <24, 2, 5090>,
  <24, 3, 8704>,
  <24, 4, 16356>,
  <24, 5, 5311>,
  <24, 6, 2634>,
  <24, 7, 3714>,
  <24, 8, 11619>,
  <24, 9, 9989>,
  <24, 10, 3759>,
  <24, 11, 6761>,
  <24, 12, 5607>,
  <24, 13, 8055>,
  <24, 14, 9102>,
  <25, 0, 5204>,
  <25, 1, 9823>,
  <25, 2, 5053>,
  <25, 3, 2906>,
  <25, 4, 9007>,
  <25, 5, 4866>,
  <25, 6, 10719>,
  <25, 7, 8772>,
  <25, 8, 3514>,
  <25, 9, 9115>,
  <25, 10, 6239>,
  <25, 11, 8895>,
  <25, 12, 13344>,
  <25, 13, 14316>,
  <25, 14, 9156>,
  <26, 0, 4274>,
  <26, 1, 9545>,
  <26, 2, 4412>,
  <26, 3, 7841>,
  <26, 4, 14939>,
  <26, 5, 4729>,
  <26, 6, 2849>,
  <26, 7, 3796>,
  <26, 8, 10515>,
  <26, 9, 9374>,
  <26, 10, 3421>,
  <26, 11, 6511>,
  <26, 12, 5425>,
  <26, 13, 7714>,
  <26, 14, 8593>,
  <27, 0, 556>,
  <27, 1, 6648>,
  <27, 2, 421>,
  <27, 3, 2929>,
  <27, 4, 9203>,
  <27, 5, 510>,
  <27, 6, 4831>,
  <27, 7, 3640>,
  <27, 8, 5119>,
  <27, 9, 6249>,
  <27, 10, 1105>,
  <27, 11, 4777>,
  <27, 12, 7080>,
  <27, 13, 8244>,
  <27, 14, 5882>,
  <28, 0, 6560>,
  <28, 1, 4857>,
  <28, 2, 6317>,
  <28, 3, 3413>,
  <28, 4, 6794>,
  <28, 5, 5178>,
  <28, 6, 9215>,
  <28, 7, 6213>,
  <28, 8, 3572>,
  <28, 9, 4025>,
  <28, 10, 5677>,
  <28, 11, 4703>,
  <28, 12, 11733>,
  <28, 13, 11731>,
  <28, 14, 4201>,
  <29, 0, 11118>,
  <29, 1, 3774>,
  <29, 2, 11002>,
  <29, 3, 10832>,
  <29, 4, 11917>,
  <29, 5, 10092>,
  <29, 6, 7453>,
  <29, 7, 5941>,
  <29, 8, 11689>,
  <29, 9, 4532>,
  <29, 10, 9080>,
  <29, 11, 3960>,
  <29, 12, 7802>,
  <29, 13, 5727>,
  <29, 14, 3909>,
  <30, 0, 8960>,
  <30, 1, 6779>,
  <30, 2, 8943>,
  <30, 3, 10476>,
  <30, 4, 14508>,
  <30, 5, 8438>,
  <30, 6, 3310>,
  <30, 7, 3645>,
  <30, 8, 12328>,
  <30, 9, 7143>,
  <30, 10, 6996>,
  <30, 11, 4424>,
  <30, 12, 3366>,
  <30, 13, 2748>,
  <30, 14, 6215>,
  <31, 0, 6115>,
  <31, 1, 10876>,
  <31, 2, 5979>,
  <31, 3, 3961>,
  <31, 4, 9551>,
  <31, 5, 5878>,
  <31, 6, 11795>,
  <31, 7, 9876>,
  <31, 8, 4213>,
  <31, 9, 10153>,
  <31, 10, 7268>,
  <31, 11, 10008>,
  <31, 12, 14451>,
  <31, 13, 15474>,
  <31, 14, 10226>,
  <32, 0, 5531>,
  <32, 1, 490>,
  <32, 2, 5431>,
  <32, 3, 4513>,
  <32, 4, 3974>,
  <32, 5, 4848>,
  <32, 6, 5052>,
  <32, 7, 3694>,
  <32, 8, 4436>,
  <32, 9, 723>,
  <32, 10, 4660>,
  <32, 11, 2175>,
  <32, 12, 5755>,
  <32, 13, 5009>,
  <32, 14, 1026>,
  <33, 0, 8662>,
  <33, 1, 4186>,
  <33, 2, 8473>,
  <33, 3, 5807>,
  <33, 4, 2046>,
  <33, 5, 7604>,
  <33, 6, 10088>,
  <33, 7, 7782>,
  <33, 8, 4374>,
  <33, 9, 3723>,
  <33, 10, 7953>,
  <33, 11, 5883>,
  <33, 12, 11648>,
  <33, 13, 10979>,
  <33, 14, 4409>,
  <34, 0, 3208>,
  <34, 1, 3783>,
  <34, 2, 3199>,
  <34, 3, 4301>,
  <34, 4, 7514>,
  <34, 5, 2944>,
  <34, 6, 1272>,
  <34, 7, 429>,
  <34, 8, 5578>,
  <34, 9, 3763>,
  <34, 10, 2103>,
  <34, 11, 1984>,
  <34, 12, 2747>,
  <34, 13, 3333>,
  <34, 14, 3258>,
  <35, 0, 8638>,
  <35, 1, 4459>,
  <35, 2, 8569>,
  <35, 3, 9175>,
  <35, 4, 11823>,
  <35, 5, 7882>,
  <35, 6, 4641>,
  <35, 7, 3645>,
  <35, 8, 10488>,
  <35, 9, 4902>,
  <35, 10, 6750>,
  <35, 11, 2907>,
  <35, 12, 5107>,
  <35, 13, 3811>,
  <35, 14, 4083>,
  <36, 0, 9190>,
  <36, 1, 8421>,
  <36, 2, 9211>,
  <36, 3, 11386>,
  <36, 4, 16432>,
  <36, 5, 8849>,
  <36, 6, 2449>,
  <36, 7, 3975>,
  <36, 8, 13612>,
  <36, 9, 8727>,
  <36, 10, 7225>,
  <36, 11, 5618>,
  <36, 12, 2309>,
  <36, 13, 3054>,
  <36, 14, 7727>,
  <37, 0, 7972>,
  <37, 1, 9122>,
  <37, 2, 8015>,
  <37, 3, 10735>,
  <37, 4, 17085>,
  <37, 5, 7747>,
  <37, 6, 848>,
  <37, 7, 3042>,
  <37, 8, 13361>,
  <37, 9, 9252>,
  <37, 10, 5978>,
  <37, 11, 5704>,
  <37, 12, 3320>,
  <37, 13, 5172>,
  <37, 14, 8195>,
  <38, 0, 9611>,
  <38, 1, 5602>,
  <38, 2, 9408>,
  <38, 3, 6356>,
  <38, 4, 1049>,
  <38, 5, 8529>,
  <38, 6, 11587>,
  <38, 7, 9146>,
  <38, 8, 4464>,
  <38, 9, 5094>,
  <38, 10, 9044>,
  <38, 11, 7263>,
  <38, 12, 13318>,
  <38, 13, 12702>,
  <38, 14, 5795>,
  <39, 0, 11112>,
  <39, 1, 5763>,
  <39, 2, 11050>,
  <39, 3, 11537>,
  <39, 4, 12972>,
  <39, 5, 10391>,
  <39, 6, 6543>,
  <39, 7, 6206>,
  <39, 8, 12578>,
  <39, 9, 6420>,
  <39, 10, 9272>,
  <39, 11, 5333>,
  <39, 12, 5859>,
  <39, 13, 3340>,
  <39, 14, 5808>,
  <40, 0, 2338>,
  <40, 1, 1959>,
  <40, 2, 2288>,
  <40, 3, 2510>,
  <40, 4, 4555>,
  <40, 5, 1923>,
  <40, 6, 1942>,
  <40, 7, 689>,
  <40, 8, 3277>,
  <40, 9, 1871>,
  <40, 10, 1516>,
  <40, 11, 675>,
  <40, 12, 2933>,
  <40, 13, 3043>,
  <40, 14, 1533>,
  <41, 0, 5679>,
  <41, 1, 4443>,
  <41, 2, 5462>,
  <41, 3, 2889>,
  <41, 4, 6212>,
  <41, 5, 4446>,
  <41, 6, 8129>,
  <41, 7, 5460>,
  <41, 8, 3156>,
  <41, 9, 3707>,
  <41, 10, 4909>,
  <41, 11, 4193>,
  <41, 12, 10402>,
  <41, 13, 10447>,
  <41, 14, 3831>,
  <42, 0, 5292>,
  <42, 1, 921>,
  <42, 2, 5181>,
  <42, 3, 4009>,
  <42, 4, 3308>,
  <42, 5, 4581>,
  <42, 6, 5309>,
  <42, 7, 3837>,
  <42, 8, 3770>,
  <42, 9, 703>,
  <42, 10, 4518>,
  <42, 11, 2363>,
  <42, 12, 6175>,
  <42, 13, 5575>,
  <42, 14, 1200>,
  <43, 0, 11383>,
  <43, 1, 8389>,
  <43, 2, 11377>,
  <43, 3, 13034>,
  <43, 4, 16764>,
  <43, 5, 10885>,
  <43, 6, 4895>,
  <43, 7, 5842>,
  <43, 8, 14903>,
  <43, 9, 8919>,
  <43, 10, 9341>,
  <43, 11, 6411>,
  <43, 12, 3423>,
  <43, 13, 971>,
  <43, 14, 7990>,
  <44, 0, 3694>,
  <44, 1, 7873>,
  <44, 2, 3593>,
  <44, 3, 2409>,
  <44, 4, 7558>,
  <44, 5, 3559>,
  <44, 6, 8126>,
  <44, 7, 6721>,
  <44, 8, 3239>,
  <44, 9, 7337>,
  <44, 10, 4632>,
  <44, 11, 6989>,
  <44, 12, 10182>,
  <44, 13, 11048>,
  <44, 14, 7318>,
  <45, 0, 1497>,
  <45, 1, 9030>,
  <45, 2, 1595>,
  <45, 3, 5254>,
  <45, 4, 13243>,
  <45, 5, 1977>,
  <45, 6, 5159>,
  <45, 7, 4144>,
  <45, 8, 8115>,
  <45, 9, 8615>,
  <45, 10, 1200>,
  <45, 11, 6226>,
  <45, 12, 8117>,
  <45, 13, 9904>,
  <45, 14, 7999>,
  <46, 0, 7536>,
  <46, 1, 13419>,
  <46, 2, 7738>,
  <46, 3, 11923>,
  <46, 4, 20106>,
  <46, 5, 8285>,
  <46, 6, 4229>,
  <46, 7, 6751>,
  <46, 8, 15044>,
  <46, 9, 13341>,
  <46, 10, 6854>,
  <46, 11, 9909>,
  <46, 12, 5773>,
  <46, 13, 9071>,
  <46, 14, 12380>,
  <47, 0, 4839>,
  <47, 1, 3259>,
  <47, 2, 4826>,
  <47, 3, 5442>,
  <47, 4, 7014>,
  <47, 5, 4564>,
  <47, 6, 2151>,
  <47, 7, 2295>,
  <47, 8, 6230>,
  <47, 9, 3495>,
  <47, 10, 3900>,
  <47, 11, 2398>,
  <47, 12, 1832>,
  <47, 13, 933>,
  <47, 14, 3080>,
  <48, 0, 3271>,
  <48, 1, 4354>,
  <48, 2, 3181>,
  <48, 3, 3921>,
  <48, 4, 8478>,
  <48, 5, 2543>,
  <48, 6, 3523>,
  <48, 7, 1386>,
  <48, 8, 5589>,
  <48, 9, 4096>,
  <48, 10, 1789>,
  <48, 11, 2164>,
  <48, 12, 5589>,
  <48, 13, 6147>,
  <48, 14, 3560>,
  <49, 0, 2555>,
  <49, 1, 2720>,
  <49, 2, 2467>,
  <49, 3, 2504>,
  <49, 4, 5499>,
  <49, 5, 1919>,
  <49, 6, 3029>,
  <49, 7, 1433>,
  <49, 8, 3546>,
  <49, 9, 2482>,
  <49, 10, 1610>,
  <49, 11, 1369>,
  <49, 12, 4444>,
  <49, 13, 4687>,
  <49, 14, 2154>,
  <50, 0, 9970>,
  <50, 1, 9681>,
  <50, 2, 9701>,
  <50, 3, 5145>,
  <50, 4, 5704>,
  <50, 5, 8766>,
  <50, 6, 14865>,
  <50, 7, 11697>,
  <50, 8, 1891>,
  <50, 9, 8761>,
  <50, 10, 10044>,
  <50, 11, 10256>,
  <50, 12, 17804>,
  <50, 13, 17941>,
  <50, 14, 9311>,
  <51, 0, 5281>,
  <51, 1, 2332>,
  <51, 2, 5130>,
  <51, 3, 4122>,
  <51, 4, 6523>,
  <51, 5, 4263>,
  <51, 6, 5636>,
  <51, 7, 3303>,
  <51, 8, 4815>,
  <51, 9, 1878>,
  <51, 10, 4049>,
  <51, 11, 1633>,
  <51, 12, 7343>,
  <51, 13, 7114>,
  <51, 14, 1573>,
  <52, 0, 4589>,
  <52, 1, 3138>,
  <52, 2, 4442>,
  <52, 3, 3799>,
  <52, 4, 7253>,
  <52, 5, 3576>,
  <52, 6, 5167>,
  <52, 7, 2765>,
  <52, 8, 4901>,
  <52, 9, 2727>,
  <52, 10, 3300>,
  <52, 11, 1678>,
  <52, 12, 7073>,
  <52, 13, 7110>,
  <52, 14, 2323>,
  <53, 0, 10771>,
  <53, 1, 12828>,
  <53, 2, 10896>,
  <53, 3, 14302>,
  <53, 4, 20882>,
  <53, 5, 10995>,
  <53, 6, 3829>,
  <53, 7, 7110>,
  <53, 8, 17077>,
  <53, 9, 13066>,
  <53, 10, 9275>,
  <53, 11, 9659>,
  <53, 12, 2012>,
  <53, 13, 5415>,
  <53, 14, 12020>,
  <54, 0, 424>,
  <54, 1, 6369>,
  <54, 2, 528>,
  <54, 3, 3223>,
  <54, 4, 8851>,
  <54, 5, 1066>,
  <54, 6, 4096>,
  <54, 7, 3319>,
  <54, 8, 5190>,
  <54, 9, 6045>,
  <54, 10, 1111>,
  <54, 11, 4575>,
  <54, 12, 6097>,
  <54, 13, 7294>,
  <54, 14, 5675>,
  <55, 0, 8853>,
  <55, 1, 4489>,
  <55, 2, 8757>,
  <55, 3, 9316>,
  <55, 4, 12725>,
  <55, 5, 7914>,
  <55, 6, 5097>,
  <55, 7, 3260>,
  <55, 8, 10862>,
  <55, 9, 4838>,
  <55, 10, 6689>,
  <55, 11, 2147>,
  <55, 12, 6312>,
  <55, 13, 5385>,
  <55, 14, 3843>,
  <56, 0, 8388>,
  <56, 1, 4102>,
  <56, 2, 8208>,
  <56, 3, 5658>,
  <56, 4, 1807>,
  <56, 5, 7384>,
  <56, 6, 9746>,
  <56, 7, 7557>,
  <56, 8, 4258>,
  <56, 9, 3675>,
  <56, 10, 7721>,
  <56, 11, 5745>,
  <56, 12, 11219>,
  <56, 13, 10568>,
  <56, 14, 4331>,
  <57, 0, 5716>,
  <57, 1, 3481>,
  <57, 2, 5697>,
  <57, 3, 6154>,
  <57, 4, 7206>,
  <57, 5, 5410>,
  <57, 6, 3086>,
  <57, 7, 3194>,
  <57, 8, 6803>,
  <57, 9, 3791>,
  <57, 10, 4783>,
  <57, 11, 3020>,
  <57, 12, 2503>,
  <57, 13, 1112>,
  <57, 14, 3439>,
  <58, 0, 9819>,
  <58, 1, 5284>,
  <58, 2, 9626>,
  <58, 3, 6787>,
  <58, 4, 1071>,
  <58, 5, 8762>,
  <58, 6, 11384>,
  <58, 7, 9056>,
  <58, 8, 5064>,
